date_time,user_id,category,days_from_payday,weekday,is_weekend,is_holiday,amount
2025-01-01T00:00:00+09:00,U001,utilities,-24,2,False,False,30.0
2025-01-02T00:00:00+09:00,U001,transport,-23,3,False,False,2030.0
2025-01-02T00:00:00+09:00,U001,food,-23,3,False,False,7480.0
2025-01-02T00:00:00+09:00,U001,utilities,-23,3,False,False,2570.0
2025-01-03T00:00:00+09:00,U001,food,-22,4,False,False,3450.0
2025-01-04T00:00:00+09:00,U001,food,-21,5,True,False,3100.0
2025-01-04T00:00:00+09:00,U001,transport,-21,5,True,False,11620.0
2025-01-04T00:00:00+09:00,U001,utilities,-21,5,True,False,7350.0
2025-01-05T00:00:00+09:00,U001,transport,-20,6,True,False,2660.0
2025-01-05T00:00:00+09:00,U001,food,-20,6,True,False,390.0
2025-01-05T00:00:00+09:00,U001,utilities,-20,6,True,False,5200.0
2025-01-06T00:00:00+09:00,U001,food,-19,0,False,False,7590.0
2025-01-07T00:00:00+09:00,U001,food,-18,1,False,False,3680.0
2025-01-07T00:00:00+09:00,U001,social,-18,1,False,False,920.0
2025-01-07T00:00:00+09:00,U001,transport,-18,1,False,False,480.0
2025-01-08T00:00:00+09:00,U001,transport,-17,2,False,True,6600.0
2025-01-08T00:00:00+09:00,U001,food,-17,2,False,True,5850.0
2025-01-08T00:00:00+09:00,U001,utilities,-17,2,False,True,8100.0
2025-01-09T00:00:00+09:00,U001,food,-16,3,False,True,320.0
2025-01-10T00:00:00+09:00,U001,food,-15,4,False,False,11340.0
2025-01-10T00:00:00+09:00,U001,transport,-15,4,False,False,130.0
2025-01-10T00:00:00+09:00,U001,utilities,-15,4,False,False,5890.0
2025-01-11T00:00:00+09:00,U001,utilities,-14,5,True,True,2940.0
2025-01-12T00:00:00+09:00,U001,food,-13,6,True,False,2450.0
2025-01-13T00:00:00+09:00,U001,food,-12,0,False,False,7480.0
2025-01-14T00:00:00+09:00,U001,food,-11,1,False,False,5110.0
2025-01-15T00:00:00+09:00,U001,food,-10,2,False,False,4050.0
2025-01-15T00:00:00+09:00,U001,entertainment,-10,2,False,False,8130.0
2025-01-16T00:00:00+09:00,U001,food,-9,3,False,False,920.0
2025-01-16T00:00:00+09:00,U001,transport,-9,3,False,False,6700.0
2025-01-17T00:00:00+09:00,U001,utilities,-8,4,False,False,920.0
2025-01-17T00:00:00+09:00,U001,food,-8,4,False,False,2150.0
2025-01-18T00:00:00+09:00,U001,food,-7,5,True,False,5260.0
2025-01-18T00:00:00+09:00,U001,utilities,-7,5,True,False,2520.0
2025-01-19T00:00:00+09:00,U001,transport,-6,6,True,False,6170.0
2025-01-19T00:00:00+09:00,U001,utilities,-6,6,True,False,3500.0
2025-01-20T00:00:00+09:00,U001,other,-5,0,False,False,31960.0
2025-01-20T00:00:00+09:00,U001,food,-5,0,False,False,3230.0
2025-01-20T00:00:00+09:00,U001,transport,-5,0,False,False,1120.0
2025-01-21T00:00:00+09:00,U001,transport,-4,1,False,False,200.0
2025-01-21T00:00:00+09:00,U001,food,-4,1,False,False,2200.0
2025-01-21T00:00:00+09:00,U001,utilities,-4,1,False,False,300.0
2025-01-22T00:00:00+09:00,U001,transport,-3,2,False,False,2830.0
2025-01-23T00:00:00+09:00,U001,transport,-2,3,False,False,3170.0
2025-01-24T00:00:00+09:00,U001,utilities,-1,4,False,False,260.0
2025-01-24T00:00:00+09:00,U001,food,-1,4,False,False,3560.0
2025-01-25T00:00:00+09:00,U001,utilities,0,5,True,False,6680.0
2025-01-26T00:00:00+09:00,U001,food,1,6,True,False,2670.0
2025-01-26T00:00:00+09:00,U001,transport,1,6,True,False,3780.0
2025-01-27T00:00:00+09:00,U001,transport,2,0,False,False,2570.0
2025-01-28T00:00:00+09:00,U001,utilities,3,1,False,False,140.0
2025-01-28T00:00:00+09:00,U001,food,3,1,False,False,1820.0
2025-01-28T00:00:00+09:00,U001,transport,3,1,False,False,9800.0
2025-01-29T00:00:00+09:00,U001,food,4,2,False,False,13590.0
2025-01-30T00:00:00+09:00,U001,transport,5,3,False,False,4800.0
2025-01-30T00:00:00+09:00,U001,food,5,3,False,False,1990.0
2025-01-31T00:00:00+09:00,U001,transport,6,4,False,False,820.0
2025-02-01T00:00:00+09:00,U001,transport,-24,5,True,False,2350.0
2025-02-02T00:00:00+09:00,U001,utilities,-23,6,True,False,2910.0
2025-02-02T00:00:00+09:00,U001,food,-23,6,True,False,2330.0
2025-02-02T00:00:00+09:00,U001,transport,-23,6,True,False,1700.0
2025-02-03T00:00:00+09:00,U001,food,-22,0,False,False,3960.0
2025-02-04T00:00:00+09:00,U001,transport,-21,1,False,False,1470.0
2025-02-04T00:00:00+09:00,U001,utilities,-21,1,False,False,230.0
2025-02-04T00:00:00+09:00,U001,food,-21,1,False,False,1260.0
2025-02-05T00:00:00+09:00,U001,food,-20,2,False,False,5670.0
2025-02-05T00:00:00+09:00,U001,social,-20,2,False,False,580.0
2025-02-06T00:00:00+09:00,U001,entertainment,-19,3,False,False,4560.0
2025-02-06T00:00:00+09:00,U001,utilities,-19,3,False,False,4120.0
2025-02-06T00:00:00+09:00,U001,food,-19,3,False,False,1960.0
2025-02-07T00:00:00+09:00,U001,food,-18,4,False,False,1590.0
2025-02-08T00:00:00+09:00,U001,transport,-17,5,True,False,8800.0
2025-02-09T00:00:00+09:00,U001,transport,-16,6,True,False,1610.0
2025-02-09T00:00:00+09:00,U001,food,-16,6,True,False,1930.0
2025-02-09T00:00:00+09:00,U001,utilities,-16,6,True,False,2040.0
2025-02-10T00:00:00+09:00,U001,food,-15,0,False,False,12470.0
2025-02-10T00:00:00+09:00,U001,transport,-15,0,False,False,13450.0
2025-02-11T00:00:00+09:00,U001,utilities,-14,1,False,False,7740.0
2025-02-11T00:00:00+09:00,U001,food,-14,1,False,False,11720.0
2025-02-12T00:00:00+09:00,U001,food,-13,2,False,False,780.0
2025-02-12T00:00:00+09:00,U001,transport,-13,2,False,False,4740.0
2025-02-13T00:00:00+09:00,U001,transport,-12,3,False,False,2510.0
2025-02-13T00:00:00+09:00,U001,food,-12,3,False,False,6710.0
2025-02-13T00:00:00+09:00,U001,other,-12,3,False,False,1100.0
2025-02-14T00:00:00+09:00,U001,transport,-11,4,False,False,550.0
2025-02-14T00:00:00+09:00,U001,utilities,-11,4,False,False,320.0
2025-02-15T00:00:00+09:00,U001,food,-10,5,True,False,27130.0
2025-02-15T00:00:00+09:00,U001,transport,-10,5,True,False,4410.0
2025-02-15T00:00:00+09:00,U001,utilities,-10,5,True,False,3380.0
2025-02-16T00:00:00+09:00,U001,utilities,-9,6,True,False,6870.0
2025-02-16T00:00:00+09:00,U001,transport,-9,6,True,False,3680.0
2025-02-17T00:00:00+09:00,U001,food,-8,0,False,False,9440.0
2025-02-18T00:00:00+09:00,U001,food,-7,1,False,False,9230.0
2025-02-18T00:00:00+09:00,U001,transport,-7,1,False,False,760.0
2025-02-19T00:00:00+09:00,U001,food,-6,2,False,False,4750.0
2025-02-19T00:00:00+09:00,U001,transport,-6,2,False,False,670.0
2025-02-19T00:00:00+09:00,U001,entertainment,-6,2,False,False,7970.0
2025-02-20T00:00:00+09:00,U001,food,-5,3,False,False,30.0
2025-02-20T00:00:00+09:00,U001,transport,-5,3,False,False,60.0
2025-02-20T00:00:00+09:00,U001,utilities,-5,3,False,False,1370.0
2025-02-21T00:00:00+09:00,U001,transport,-4,4,False,False,7690.0
2025-02-21T00:00:00+09:00,U001,food,-4,4,False,False,12500.0
2025-02-22T00:00:00+09:00,U001,food,-3,5,True,False,2280.0
2025-02-22T00:00:00+09:00,U001,utilities,-3,5,True,False,4360.0
2025-02-22T00:00:00+09:00,U001,transport,-3,5,True,False,880.0
2025-02-23T00:00:00+09:00,U001,food,-2,6,True,False,23580.0
2025-02-23T00:00:00+09:00,U001,utilities,-2,6,True,False,2170.0
2025-02-24T00:00:00+09:00,U001,transport,-1,0,False,False,1930.0
2025-02-25T00:00:00+09:00,U001,transport,0,1,False,False,3620.0
2025-02-26T00:00:00+09:00,U001,food,1,2,False,False,1120.0
2025-02-26T00:00:00+09:00,U001,transport,1,2,False,False,100.0
2025-02-26T00:00:00+09:00,U001,utilities,1,2,False,False,130.0
2025-02-27T00:00:00+09:00,U001,transport,2,3,False,False,670.0
2025-02-27T00:00:00+09:00,U001,utilities,2,3,False,False,6750.0
